address,agentRef,bedrooms,development,identifier,latitude,longitude,outcode,price,propertyType,status,telephoneNumber,tenureType,transactionTypeId,updateDate,publicsiteUrl
"Killyon Road, London",P172286001,3,False,38951701,51.46969572109615,-0.13753291514163343,SW8,425,house,,020 8012 2082,,2,2017/06/13 12:38:21,http://www.rightmove.co.uk/property-to-rent/property-38951701.html
"Hookham Court, Deeley Road, SW8",0099_HRT009904756,2,False,56232890,51.47539918841889,-0.13427659026869984,SW8,425000,flat,Sold STC,020 8012 1506,Leasehold,1,2016/10/01 05:46:34,http://www.rightmove.co.uk/property-for-sale/property-56232890.html
"THESSALY ROAD, London, SW8",5T-14-03,3,False,48896389,51.473975048082316,-0.13519867658961296,SW8,1820,flat,,020 8012 8990,,2,2016/05/01 05:46:14,http://www.rightmove.co.uk/property-to-rent/property-48896389.html
"Wandsworth Road, SW8",0099_HRT009904737,2,False,52066174,51.47315250526617,-0.1343682556317935,SW8,380000,flat,Sold STC,020 8012 1506,Leasehold,1,2016/10/01 05:46:34,http://www.rightmove.co.uk/property-for-sale/property-52066174.html
"Portland Grove,
London,
SW8",CLA070062,3,False,7378833,51.475114024903206,-0.12204819968923997,SW8,249950,flat,Sold STC,020 7498 7005,,1,2014/09/11 13:40:39,http://www.rightmove.co.uk/property-for-sale/property-7378833.html
"Thorparch Road Vauxhall, London SW8",WNKKEN001191,1,False,25999700,51.47705623880021,-0.13104083488986212,SW8,235000,flat,,020 7587 0600,,1,2017/10/17 11:38:47,http://www.rightmove.co.uk/property-for-sale/property-25999700.html
"Broughton Street, London, SW8",BTS150342,3,False,37829886,51.47100411965677,-0.15202232319382847,SW8,925000,terraced house,Sold STC,020 8012 3612,Freehold,1,2017/11/01 05:45:57,http://www.rightmove.co.uk/property-for-sale/property-37829886.html
"Tradescant Road, London, SW8",KNL160831_L,1,False,44316150,51.47880316805788,-0.12218469377586058,SW8,323,apartment,,020 8012 9191,,2,2017/10/24 10:35:24,http://www.rightmove.co.uk/property-to-rent/property-44316150.html
"Daryngton House, Hartington Road",0099_HRT009904847,2,False,52802839,51.47914184077557,-0.12649117555707384,SW8,500000,flat,Sold STC,020 8012 1506,Leasehold,1,2017/01/28 03:52:39,http://www.rightmove.co.uk/property-for-sale/property-52802839.html
"Broughton Street, SW11",0620_HRT062000392,1,False,50154983,51.47184604049328,-0.1483885617161818,SW8,325,flat,,020 8012 1415,,2,2017/01/24 09:10:10,http://www.rightmove.co.uk/property-to-rent/property-50154983.html
"Stewart Road, Battersea SW8",0099_HRT009904658,3,False,51643996,51.47539393401322,-0.13960484267230236,SW8,430000,flat,Sold STC,020 8012 1506,,1,2016/10/01 05:46:34,http://www.rightmove.co.uk/property-for-sale/property-51643996.html
"Dartington House, Union Grove, LONDON, SW8",148978,2,False,44312787,51.47158810076316,-0.13212825114389556,SW8,450000,flat,,020 8012 2098,,1,2016/11/01 05:46:40,http://www.rightmove.co.uk/property-for-sale/property-44312787.html
"Gambetta Street Battersea, London SW8",WNKBAT002082,2,False,17726785,51.469399142248,-0.14719178945761796,SW8,359950,flat,,020 7228 9265,,1,2014/09/11 05:01:17,http://www.rightmove.co.uk/property-for-sale/property-17726785.html
