address,agentRef,bedrooms,development,identifier,latitude,longitude,outcode,price,propertyType,status,telephoneNumber,tenureType,transactionTypeId,updateDate,publicsiteUrl
"St. George's Square, SW1V",X46048_2,3,False,58493512,51.486021841752475,-0.13499529803969226,SW1V,1425000,flat,Removed,020 8012 3782,Share of Freehold,1,2017/09/01 05:45:50,http://www.rightmove.co.uk/property-for-sale/property-58493512.html
"Churchill Gardens, London, SW1V",26856496,3,False,47412828,51.48736229552474,-0.140125996442205,SW1V,650000,property,Under Offer,020 8012 4815,,1,2017/09/27 11:59:02,http://www.rightmove.co.uk/property-for-sale/property-47412828.html
"Maclise House, Marsham Street, London, SW1P",PIM160150,1,False,65259092,51.4923890418352,-0.1282529887324828,SW1P,495000,apartment,Sold STC,020 8012 2895,Leasehold,1,2017/11/01 05:46:03,http://www.rightmove.co.uk/property-for-sale/property-65259092.html
"Medway Street, Westminster, SW1P 2TB",360270,2,False,62400047,51.49595583363934,-0.13199666020691037,SW1P,865000,flat,Removed,020 8012 1875,,1,2017/07/18 15:54:14,http://www.rightmove.co.uk/property-for-sale/property-62400047.html
"Douglas Street, Westminster, SW1P 4PA",399450,,False,59503207,51.491356,-0.133956,SW1P,425000,Studio flat,,020 8012 1875,,1,2017/09/18 10:45:08,http://www.rightmove.co.uk/property-for-sale/property-59503207.html
"Chester Row, London, SW1W",FAS152507,4,False,48669993,51.4922606185444,-0.15418799146524412,SW1W,3950000,terraced house,Sold STC,020 8012 1824,Freehold,1,2017/09/27 11:59:02,http://www.rightmove.co.uk/property-for-sale/property-48669993.html
"Sloane Street,
London,
SW1X",KnightCt,3,False,21677081,51.500360698722275,-0.16034431220944959,SW1X,950,apartment,,020 8012 2542,,2,2017/11/28 16:51:08,http://www.rightmove.co.uk/property-to-rent/property-21677081.html
"Cambridge Street, London, SW1V",propsavvy116,4,False,52012862,51.48864326450315,-0.14151429603140786,SW1V,830000,flat,,020 8012 0269,"Leasehold, 100 years remaining",1,2016/10/20 11:45:56,http://www.rightmove.co.uk/property-for-sale/property-52012862.html
"Gilbert House, Churchill Gardens, Pimlico, London",1104,2,False,64503680,51.4870780777823,-0.14489080783016217,SW1V,499950,flat,Sold STC,020 8012 3748,,1,2017/09/27 11:59:02,http://www.rightmove.co.uk/property-for-sale/property-64503680.html
"Churchill Gardens, London, SW1V",479,3,False,46573320,51.48610871753465,-0.140465075188273,SW1V,625000,apartment,Removed,020 7096 8131,Leasehold,1,2017/10/16 10:55:02,http://www.rightmove.co.uk/property-for-sale/property-46573320.html
"Clarendon Street, London, SW1V",PIM170069,3,False,66206255,51.49126082757636,-0.14212810249669267,SW1V,2500000,house,Sold STC,020 8012 2895,Share of Freehold,1,2017/11/01 05:46:03,http://www.rightmove.co.uk/property-for-sale/property-66206255.html
"Cumberland Street, London, SW1V",PIM160150,4,False,66204509,51.48897896088535,-0.14567791339770017,SW1V,1350000,terraced house,Sold STC,020 8012 4070,Leasehold,1,2017/10/31 16:51:17,http://www.rightmove.co.uk/property-for-sale/property-66204509.html
"Lupus Street, SW1V",X38548_3,2,False,55304053,51.48784130112744,-0.14197902675393206,SW1V,500000,flat,Removed,020 8012 3782,Leasehold,1,2017/09/01 05:45:50,http://www.rightmove.co.uk/property-for-sale/property-55304053.html
"Westmoreland Terrace, London, SW1V",BEL170007,2,False,46554261,51.488543278327946,-0.14655984407791814,SW1V,625000,flat,Under Offer,020 8012 1760,Share of Freehold,1,2017/09/05 09:05:37,http://www.rightmove.co.uk/property-for-sale/property-46554261.html
"Tachbrook Street, London",6865353,2,False,64257998,51.49063939498533,-0.1369676004200796,SW1V,810000,flat,Withdrawn from Market,020 8012 1335,,1,2017/09/27 11:59:02,http://www.rightmove.co.uk/property-for-sale/property-64257998.html
"CHURCHILL GARDENS, SW1V",2342159,2,False,46617636,51.48706440991286,-0.14402713650702026,SW1V,524950,flat,Under Offer,020 8012 4240,Leasehold,1,2017/10/17 11:38:58,http://www.rightmove.co.uk/property-for-sale/property-46617636.html
"Eaton Place, London, SW1X",48EP,3,False,51400627,51.496731345095434,-0.15256670822179472,SW1X,1950,apartment,,020 8012 4959,,2,2017/09/27 11:59:02,http://www.rightmove.co.uk/property-to-rent/property-51400627.html
"Westmoreland Place, SW1V",X54355_1,4,False,65130095,51.48770259606492,-0.14457738026383463,SW1V,1995000,terraced house,Removed,020 8012 3782,Freehold,1,2017/09/01 05:45:50,http://www.rightmove.co.uk/property-for-sale/property-65130095.html
"Regency Street, Westminster, London, SW1P",1258,3,False,45928152,51.49255235549969,-0.13285606711365763,SW1P,699999,apartment,Removed,020 8012 3002,Leasehold,1,2017/10/23 16:39:41,http://www.rightmove.co.uk/property-for-sale/property-45928152.html
"Hugh Street, London, SW1V",CSS130701,3,False,45657504,51.49133600341775,-0.14687873418178643,SW1V,1250000,apartment,,020 8012 1734,Share of Freehold,1,2017/09/29 14:11:12,http://www.rightmove.co.uk/property-for-sale/property-45657504.html
"Marsham Court, Marsham Street, Westminster London SW1P",26727198,,False,46374087,51.49357568866169,-0.12935685025278518,SW1P,550000,Studio flat,Sold STC,020 8012 2684,,1,2017/11/16 12:10:52,http://www.rightmove.co.uk/property-for-sale/property-46374087.html
"Gloucester Street, London, SW1V",PIM140058,2,False,62083661,51.48873541353436,-0.14165459188398763,SW1V,1325000,maisonette,Sold STC,020 8012 2895,Leasehold,1,2017/11/01 05:46:03,http://www.rightmove.co.uk/property-for-sale/property-62083661.html
"Denbigh Street, SW1V",X58114_1,1,False,58035391,51.49022434776721,-0.13914523659208825,SW1V,899950,flat,Removed,020 8012 3782,Share of Freehold,1,2017/09/01 05:45:50,http://www.rightmove.co.uk/property-for-sale/property-58035391.html
"EBURY BRIDGE ROAD, SW1W",2344092,2,False,46566927,51.48868997719674,-0.15015496327429992,SW1W,425,flat,,020 8012 4241,,2,2017/10/17 11:38:58,http://www.rightmove.co.uk/property-to-rent/property-46566927.html
"Rogers House, Page Street, London, SW1P",1147,1,False,45928176,51.493677036852326,-0.13007299533201477,SW1P,495000,flat,Sold STC,020 8012 3002,Leasehold,1,2017/10/23 16:39:41,http://www.rightmove.co.uk/property-for-sale/property-45928176.html
"Chesham Place, Belgravia",1295823404B_P1034,2,False,33240858,51.496931,-0.156365,SW1X,1200,flat,,020 8012 4986,,2,2015/03/01 05:47:10,http://www.rightmove.co.uk/property-to-rent/property-33240858.html
"Balvaird Place, London",PIM160133,4,False,57383710,51.487154,-0.131017,SW1V,2600000,terraced house,Sold STC,020 8012 3809,Freehold,1,2017/11/21 11:09:52,http://www.rightmove.co.uk/property-for-sale/property-57383710.html
"Eaton Mews North, Belgravia, London, SW1X",237749,3,False,53743201,51.49619894167701,-0.15302043389366934,SW1X,3500,terraced house,Let Agreed,020 8012 1167,,2,2017/11/06 10:18:23,http://www.rightmove.co.uk/property-to-rent/property-53743201.html
"Page Street,
London,
SW1P",Rogers,2,False,19393064,51.493677036852326,-0.13007299533201477,SW1P,350,flat,Let Agreed,020 8012 2544,,2,2017/08/14 14:10:10,http://www.rightmove.co.uk/property-to-rent/property-19393064.html
"Churchill Gardens, London",6970362,1,False,60698810,51.48576,-0.138637,SW1V,430000,flat,Sold STC,020 8012 1335,,1,2017/09/27 11:59:02,http://www.rightmove.co.uk/property-for-sale/property-60698810.html
"Moreton Terrace Mews, London, SW1V",RUS170023,2,False,46959891,51.489044647665224,-0.13847304994612766,SW1V,950000,terraced house,,020 8012 2856,,1,2017/10/24 11:53:52,http://www.rightmove.co.uk/property-for-sale/property-46959891.html
"Maclise House, Marsham Street, Millbank Estate, London, SW1P",BEL141389,1,False,47979421,51.4923890418352,-0.1282529887324828,SW1P,470000,apartment,Sold STC,020 8012 4950,,1,2017/09/27 11:59:02,http://www.rightmove.co.uk/property-for-sale/property-47979421.html
"Kinnerton Street, Belgravia, London, SW1X",KNI150383,1,False,52674418,51.50013574930059,-0.15747179755053559,SW1X,1950000,apartment,Sold STC,020 8012 4169,Share of Freehold,1,2017/04/10 11:06:17,http://www.rightmove.co.uk/property-for-sale/property-52674418.html
"Cadogan Square,
London,
SW1X",L0554,2,False,21038078,51.49621998129823,-0.16007883388530933,SW1X,1750,apartment,,020 7235 4555,,2,2014/09/10 09:23:38,http://www.rightmove.co.uk/property-to-rent/property-21038078.html
"Sloane Street, Knightsbridge,
SW1X",is17sw1x9lqs,3,False,31442710,51.500360698722275,-0.16034431220944959,SW1X,2995000,apartment,,,Share of Freehold,1,2014/09/10 23:30:40,http://www.rightmove.co.uk/property-for-sale/property-31442710.html
"Horsley Court, Montaigne Close, Westminster, London, SW1P",VIC170002,2,False,47124423,51.49243037785501,-0.13084428335763174,SW1P,1000000,flat,Under Offer,020 3858 3074,Leasehold,1,2017/11/24 14:43:01,http://www.rightmove.co.uk/property-for-sale/property-47124423.html
"Lupus Street, London, SW1V",25827,1,False,66290048,51.48895,-0.13467,SW1V,465000,flat,Sold STC,01622 922007,Leasehold,1,2017/11/10 16:05:09,http://www.rightmove.co.uk/property-for-sale/property-66290048.html
"Ponsonby Terrace, Westminster, London, SW1P",WSS160201,2,False,45548853,51.48944411167518,-0.12967001141606332,SW1P,2100000,terraced house,Sold STC,020 8012 9064,Freehold,1,2017/04/21 11:12:03,http://www.rightmove.co.uk/property-for-sale/property-45548853.html
"Clabon Mews, London SW1X",1775,4,False,58265404,51.49435532730802,-0.16159452006421451,SW1X,6950000,house,Sold STC,020 7580 2030,Freehold,1,2017/07/05 09:07:35,http://www.rightmove.co.uk/property-for-sale/property-58265404.html
"Cambridge Street, London, SW1V",26304895,3,False,42236370,51.49021888942582,-0.14447522280463876,SW1V,2400000,terraced house,Under Offer,020 8012 4815,,1,2017/09/27 11:59:02,http://www.rightmove.co.uk/property-for-sale/property-42236370.html
"Tachbrook Street, Pimlico, SW1V 2ND",384203,5,False,64079546,51.49000346199062,-0.136561383365705,SW1V,2250000,terraced house,Removed,020 8012 1875,,1,2017/07/18 15:54:14,http://www.rightmove.co.uk/property-for-sale/property-64079546.html
"Erasmus Street, London, SW1P",PIM160041,3,False,62754311,51.49177835286325,-0.1294304246378591,SW1P,1000000,apartment,Sold STC,020 8012 4070,Leasehold,1,2017/10/31 16:51:17,http://www.rightmove.co.uk/property-for-sale/property-62754311.html
"Winchester Street, London",PIM160042,2,False,45021678,51.4887582194253,-0.14309409515115304,SW1V,850000,flat,Sold STC,020 8012 1391,Share of Freehold,1,2017/09/19 15:59:05,http://www.rightmove.co.uk/property-for-sale/property-45021678.html
"Eaton Place, London, SW1X",BGP160033,2,False,62201294,51.49640361232785,-0.1545968970837362,SW1X,4850000,apartment,,020 8012 4035,Leasehold,1,2017/11/06 09:47:49,http://www.rightmove.co.uk/property-for-sale/property-62201294.html
"Cureton Street, London, SW1P",PIM160106,3,False,62754317,51.49043723918805,-0.12991746423023268,SW1P,835000,apartment,Sold STC,020 8012 4070,Leasehold,1,2017/10/31 16:51:17,http://www.rightmove.co.uk/property-for-sale/property-62754317.html
"Carlisle Place, London",PIM160147,1,False,46232133,51.495556207751484,-0.1408009391175444,SW1P,800000,property,,020 8012 1391,Share of Freehold,1,2017/09/19 15:59:05,http://www.rightmove.co.uk/property-for-sale/property-46232133.html
"Stafford Mansions, Stafford Place, Westminster, London, SW1E",BGV160083,2,False,43833468,51.49889499267695,-0.14152952247207384,SW1E,1250000,flat,,020 8012 4123,,1,2017/06/01 15:25:44,http://www.rightmove.co.uk/property-for-sale/property-43833468.html
"Wilton Mews, SW1X",X53358_1,4,False,37201356,51.49858679477994,-0.15047464713205738,SW1X,4000000,mews house,Removed,020 8012 3786,Freehold,1,2017/09/01 05:45:47,http://www.rightmove.co.uk/property-for-sale/property-37201356.html
"Eccleston Square Mews, London",PIM160124,4,False,45021681,51.49181143518413,-0.1428259810185344,SW1V,2495000,semi-detached house,Sold STC,020 8012 1391,,1,2017/09/19 15:59:05,http://www.rightmove.co.uk/property-for-sale/property-45021681.html
"Marsham Court, Marsham Street",101498000194,,False,57618001,51.49357568866169,-0.12935685025278518,SW1P,415000,Studio apartment,Removed,020 8012 3605,Share of Freehold,1,2017/09/27 11:59:02,http://www.rightmove.co.uk/property-for-sale/property-57618001.html
"West Eaton Place, SW1",CHE090451,5,False,13836219,51.4944514272417,-0.15626040731124816,SW1X,4250000,terraced house,Sold STC,020 8012 4022,Freehold,1,2017/08/15 09:52:28,http://www.rightmove.co.uk/property-for-sale/property-13836219.html
"Westminster Mansions, Little Smith Street, London",PIM160056,1,False,54299344,51.497350091788455,-0.12920231922814562,SW1P,825000,flat,,020 8012 3809,Share of Freehold,1,2017/09/19 16:30:01,http://www.rightmove.co.uk/property-for-sale/property-54299344.html
"Lowndes Close, London, SW1X",KNH170008,4,True,64887521,51.49728189216767,-0.15326479602771198,SW1X,9500000,terraced house,Sold STC,020 8012 3087,Freehold,1,2017/05/30 07:05:52,http://www.rightmove.co.uk/new-homes-for-sale/property-64887521.html
"Sovereign Court, Gillingham Street, London, SW1V",halp3493085,2,False,34031102,51.49306957988381,-0.1427748484237217,SW1V,500,flat,Let Agreed,020 8012 2906,,2,2017/11/09 15:34:16,http://www.rightmove.co.uk/property-to-rent/property-34031102.html
"AYLESFORD STREET, SW1V",524379,2,False,46920195,51.487259367996025,-0.13364845538863607,SW1V,625000,flat,,020 8012 4240,,1,2017/10/17 11:38:58,http://www.rightmove.co.uk/property-for-sale/property-46920195.html
"Chester Row, London, SW1W",294565,3,False,32667965,51.49304902748002,-0.15285963814624434,SW1W,4250000,house,,020 8012 3126,Freehold,1,2017/09/27 10:54:54,http://www.rightmove.co.uk/property-for-sale/property-32667965.html
"Gayfere Street, London, SW1P",16GayfereStreet,2,False,63239789,51.496516014103854,-0.12765172518849296,SW1P,1950000,terraced house,,020 8012 2545,Freehold,1,2017/08/14 14:10:10,http://www.rightmove.co.uk/property-for-sale/property-63239789.html
"EMERY HILL STREET, SW1P",2305112,4,False,43438332,51.494773284931405,-0.13679905655664584,SW1P,2500000,terraced house,Under Offer,020 8012 4240,Freehold,1,2017/10/17 11:38:58,http://www.rightmove.co.uk/property-for-sale/property-43438332.html
"Erasmus Street, London, SW1P",82280-1,1,False,45172743,51.49179212910862,-0.1302941778665184,SW1P,590000,flat,Withdrawn from Market,0121 396 0867,"Leasehold, 92 years remaining",1,2017/11/14 15:28:41,http://www.rightmove.co.uk/property-for-sale/property-45172743.html
"Balvaird Place, London",WAT160045_L,,False,53612551,51.48712822989842,-0.1310611244599385,SW1V,3445,Parking,,020 8012 2593,,2,2017/07/01 05:46:58,http://www.rightmove.co.uk/property-to-rent/property-53612551.html
"AYLESFORD STREET, SW1V",524379,2,False,46920195,51.487259367996025,-0.13364845538863607,SW1V,625000,flat,,020 8012 4240,,1,2017/10/17 11:38:58,http://www.rightmove.co.uk/property-for-sale/property-46920195.html
"Pavilion Road, London",00041A,3,False,64050344,51.495586,-0.159182,SW1X,1995000,house,Sold STC,020 3858 2721,,1,2017/09/27 11:59:02,http://www.rightmove.co.uk/property-for-sale/property-64050344.html
"Repton House, Charlwood Street, London",7393277,3,False,63479015,51.49136,-0.1373,SW1V,695000,flat,Sold STC,020 8012 1335,,1,2017/09/27 11:59:02,http://www.rightmove.co.uk/property-for-sale/property-63479015.html
"Victoria Square, Victoria, London, SW1W",CLI661643,4,False,55455658,51.49787357598634,-0.14517286581506272,SW1W,3295000,terraced house,Sold STC,020 8012 9064,Freehold,1,2017/03/28 11:10:45,http://www.rightmove.co.uk/property-for-sale/property-55455658.html
"Wilkins House, Churchill Gardens, London, SW1V",BEL140828,2,False,57340726,51.486064471608515,-0.14334756668644774,SW1V,550000,apartment,,020 8012 4950,,1,2017/09/27 11:59:02,http://www.rightmove.co.uk/property-for-sale/property-57340726.html
"Belgrave Road, Pimlico",27289496,1,False,61975594,51.48982143975502,-0.1364247586450836,SW1V,799950,flat,,020 7590 9510,,1,2017/11/29 14:30:53,http://www.rightmove.co.uk/property-for-sale/property-61975594.html
"Cleveland Mews, St James, London, SW1A",262953,3,False,68127638,51.50496942475599,-0.13897687209404855,SW1A,3500,detached house,,020 8012 3313,,2,2017/09/04 10:42:43,http://www.rightmove.co.uk/property-to-rent/property-68127638.html
"Ormond House, Medway Street, London",PIM160106,2,False,58153021,51.49595583363934,-0.13199666020691037,SW1P,899999,flat,,020 8012 3809,Leasehold,1,2017/09/19 16:30:01,http://www.rightmove.co.uk/property-for-sale/property-58153021.html
"Medway Street,
London,
SW1P",495,1,False,24401840,51.49595583363934,-0.13199666020691037,SW1P,300,apartment,,020 7152 6152,,2,2014/09/10 09:40:16,http://www.rightmove.co.uk/property-to-rent/property-24401840.html
"Hugh Street, London",PIM130069,3,False,56536390,51.49252,-0.145592,SW1V,1500000,maisonette,Sold STC,020 8012 3809,Share of Freehold,1,2017/11/21 11:08:08,http://www.rightmove.co.uk/property-for-sale/property-56536390.html
"Kinnerton Street, London, SW1X",AWY140051,2,False,48077377,51.501299509149845,-0.15713669555880488,SW1X,1950000,terraced house,,020 8012 4026,Leasehold,1,2015/02/02 14:14:57,http://www.rightmove.co.uk/property-for-sale/property-48077377.html
"Denbigh Street, SW1V",X57269_1,2,False,56445721,51.491579210816866,-0.13952222304310266,SW1V,953750,flat,Removed,020 8012 3782,Leasehold,1,2017/09/01 05:45:50,http://www.rightmove.co.uk/property-for-sale/property-56445721.html
"Cambridge Street, SW1V",X57504_1,2,False,56946223,51.49021888942582,-0.14447522280463876,SW1V,925000,flat,Removed,020 8012 3782,Leasehold,1,2017/09/01 05:45:50,http://www.rightmove.co.uk/property-for-sale/property-56946223.html
"Regency Street, London, SW1P",LL08NFH_03,,False,67233311,51.493621587689596,-0.13223614344919743,SW1P,320,Studio flat,,020 3858 2357,,2,2017/09/27 11:59:02,http://www.rightmove.co.uk/property-to-rent/property-67233311.html
"Caxton Street, London",26482320,1,False,63687926,51.498257503750494,-0.135360311039046,SW1H,525000,flat,,020 8012 7472,,1,2017/08/16 16:12:34,http://www.rightmove.co.uk/property-for-sale/property-63687926.html
"Aylesford Street, London, SW1V",PIM100011,1,False,64377965,51.487259367996025,-0.13364845538863607,SW1V,495000,apartment,Sold STC,020 8012 2895,Share of Freehold,1,2017/11/01 05:46:03,http://www.rightmove.co.uk/property-for-sale/property-64377965.html
"Warwick Square, London",PIM160046,2,False,54013183,51.49140861140585,-0.14010537427220449,SW1V,650000,flat,Sold STC,020 8012 3809,Share of Freehold,1,2017/09/19 16:30:01,http://www.rightmove.co.uk/property-for-sale/property-54013183.html
"Moreton Place, London, SW1V",26093174,2,False,40059924,51.48975901485457,-0.13815585982665385,SW1V,780000,flat,Under Offer,020 8012 4815,,1,2017/10/25 15:40:09,http://www.rightmove.co.uk/property-for-sale/property-40059924.html
"Grosvenor Crescent Mews, Belgravia, London",SLN160106,5,False,63912503,51.50197315994321,-0.15422782975077687,SW1X,5500000,house,Under Offer,020 8012 2808,Freehold,1,2017/02/17 22:47:25,http://www.rightmove.co.uk/property-for-sale/property-63912503.html
"Gilbert House, Churchill Gardens, London",PIM160074,2,False,43046307,51.4870780777823,-0.14489080783016217,SW1V,575000,flat,Sold STC,020 8012 1391,Leasehold,1,2017/09/19 15:59:05,http://www.rightmove.co.uk/property-for-sale/property-43046307.html
"Westminster Gardens, Marsham Street, London, SW1P",PIM160089,3,False,61039640,51.49338676688529,-0.12878835257174118,SW1P,2000000,apartment,Sold STC,020 8012 2895,Share of Freehold,1,2017/11/01 05:46:03,http://www.rightmove.co.uk/property-for-sale/property-61039640.html
"Eaton Mews South, London, SW1W",163348,2,False,14381588,51.495266227097595,-0.15089718474492111,SW1W,2250000,house,,020 8012 3126,Freehold,1,2017/09/27 10:54:54,http://www.rightmove.co.uk/property-for-sale/property-14381588.html
"Marsham Court, Marsham Street, Westminster, London, SW1P",CWE130086,3,False,49244517,51.49357568866169,-0.12935685025278518,SW1P,1056000,apartment,Sold STC,020 3858 2378,Share of Freehold,1,2017/11/28 09:25:00,http://www.rightmove.co.uk/property-for-sale/property-49244517.html
"South Eaton Place,Belgravia,London",KLP03471,6,False,9954275,51.493597305508814,-0.15341370788677183,SW1W,5500,character property,,020 7286 2862,,2,2014/09/12 01:25:41,http://www.rightmove.co.uk/property-to-rent/property-9954275.html
"Evelyn Mansions, Carlisle Place, London, SW1P",PIM160142,4,False,62014115,51.49593165206372,-0.14179412219826507,SW1P,3950000,apartment,Sold STC,020 8012 2895,Leasehold,1,2017/11/01 05:46:03,http://www.rightmove.co.uk/property-for-sale/property-62014115.html
"Rogers House, Page Street, Pimlico, London, SW1P",CWE160225,1,False,49244952,51.493677036852326,-0.13007299533201477,SW1P,470000,apartment,Sold STC,020 3858 2378,Leasehold,1,2017/11/28 09:25:00,http://www.rightmove.co.uk/property-for-sale/property-49244952.html
"Westmoreland Terrace, London",PIM140154,4,False,54384163,51.48718388331289,-0.14589477968438327,SW1V,2295000,terraced house,Sold STC,020 8012 1391,Freehold,1,2017/09/19 15:59:05,http://www.rightmove.co.uk/property-for-sale/property-54384163.html
"Regency Street, Westminster, SW1P 4AE",356274,1,False,60924356,51.49245102440557,-0.13213993298471602,SW1P,625000,flat,Removed,020 8012 1875,,1,2017/07/18 15:54:14,http://www.rightmove.co.uk/property-for-sale/property-60924356.html
"Alderney Street, Pimlico, SW1V",BEL100249,4,False,53454790,51.49014951711874,-0.14577446596533958,SW1V,3300000,terraced house,,020 8012 1760,Freehold,1,2017/09/05 09:05:37,http://www.rightmove.co.uk/property-for-sale/property-53454790.html
"Pimlico, 73 Westmoreland Terrace, SW1V",PIM140155,4,False,52915936,51.48718388331289,-0.14589477968438327,SW1V,2295000,house,,020 8012 1391,Freehold,1,2017/09/19 15:59:05,http://www.rightmove.co.uk/property-for-sale/property-52915936.html
"Russell House, Cambridge Street, London",PIM150158,4,False,44383956,51.48864326450315,-0.14151429603140786,SW1V,875000,flat,,020 8012 1391,Leasehold,1,2017/09/19 15:59:05,http://www.rightmove.co.uk/property-for-sale/property-44383956.html
"Carlisle Place, London",26661896,3,False,57175477,51.49446866769837,-0.1402689449019606,SW1P,1600000,flat,,020 7838 0108,,1,2017/01/11 09:45:47,http://www.rightmove.co.uk/property-for-sale/property-57175477.html
"Eaton Terrace, London, SW1W",BEL150105,2,False,45111609,51.49352103743274,-0.15428113713629882,SW1W,4500000,terraced house,Sold STC,020 8012 1760,Freehold,1,2017/09/05 09:05:37,http://www.rightmove.co.uk/property-for-sale/property-45111609.html
"West Eaton Place, London",101247001646,4,False,49291075,51.4944514272417,-0.15626040731124816,SW1X,8950000,terraced house,,020 8012 2565,,1,2017/07/14 15:58:19,http://www.rightmove.co.uk/property-for-sale/property-49291075.html
"Wilton Row, Belgravia",52405ceea6a12,3,False,28263507,51.5012632807646,-0.15483284085469204,SW1X,3950000,property,,020 8012 1888,,1,2014/09/10 09:06:56,http://www.rightmove.co.uk/property-for-sale/property-28263507.html
"Victoria Square, London, SW1W",FUL160024,5,False,45063276,51.49787357598634,-0.14517286581506272,SW1W,4500000,terraced house,Sold STC,020 8012 4070,Freehold,1,2017/10/31 16:51:17,http://www.rightmove.co.uk/property-for-sale/property-45063276.html
"Winchester Street, London, SW1",4182780,4,False,44179620,51.48933160107837,-0.14523147108190285,SW1V,2400000,apartment,Sold STC,020 3795 5920,Freehold,1,2017/09/21 12:41:24,http://www.rightmove.co.uk/property-for-sale/property-44179620.html
"De Quincey House, Lupus Street, Pimlico, London",PIM160054,3,False,54013180,51.487733,-0.140269,SW1V,575000,flat,Sold STC,020 8012 3809,Leasehold,1,2017/11/21 11:09:38,http://www.rightmove.co.uk/property-for-sale/property-54013180.html
